,tweet,directed,original_score,dt2_pred,roberta_pred,final_roberta_pred
638,@mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},iPhone,2.0,1,0,0
1343,David Carr (NYT) is in Austin giving a drunken interview on CNN. He wants an app to transport him around NYC while he sits on his iPad #sxsw,,1.0,1,1,1
783,"Is twitter broken? Or is it my iPad. Can't follow the SXSW hash right now. Wow, that might be my nerdiest tweet yet. #tmsxsw #SXSW.",iPad,0.0,1,0,0
692,Watch your ears! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,,2.0,1,2,2
967,"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",iPad,0.0,1,2,2
1187,"I'll never forget this March 2011 weekend: Japan earthquake, iPad 2 and my first South by Southwest #SxSW. Memolane that y'all!",iPad,2.0,1,2,2
911,"&quot;Your Mom Has an iPad: Designing for Boomers&quot; is full house. Where is #RebelTV spirit?
{link} #SXSW",,1.0,1,1,1
1241,Fantasy Bracket Challenge &amp; iPad 2 GiveAway {link} via #constantcontact #SXSW #MarchMadness #SelectionSunday,,1.0,1,1,1
623,No biz cards! Bump on iphone or google me RT @mention #SXSW is when I basically become automatic business card dispenser for a week,,1.0,1,1,1
859,Buttons are a hack around direct interaction. Use the medium. #tapworthy #iPad #sxsw,,1.0,1,1,1
619,Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,,1.0,1,1,1
1205,"Papa Sangre, an immersive audio game for IPhone, is free today. Highly recommended. #PapaSangre #SxSW",iPad or iPhone App,2.0,1,2,2
1318,"I was there. It was nuts. RT @mention iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",iPad,2.0,2,2,2
488,people already lining up on the #sxsw #apple store at 6th and Congress. Festival promises to be much more attracting than that!,Apple,2.0,1,2,2
1341,Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link}  #sxsw #ipad2,Apple,1.0,1,2,2
637,#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,iPad,2.0,1,2,2
963,@mention reporting the #SXSW Apple Store for TWIT. #Sonoma  {link},,1.0,1,1,1
615,Very interesting. RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple,Apple,2.0,1,2,2
790,"The #CNNGrill is celebrating #piday with pecan, apple and strawberry rhubarb pies. Let the circumferences begin! #SXSW #SXSWI",,1.0,1,2,2
410,"Our cab driver is well prepared for #sxsw - he's got a laptop, a Blackberry and iPhone by his dashboard.",,1.0,1,2,2
953,"Hearing from ex-Apple, ex-Pentagram industrial designer. Really cool perspective. #sxsw #gsdm",,1.0,2,2,2
854,Why is #GroupMe not available in Canada for iPhone users? #SXSW - Would love to check it out.,iPad or iPhone App,0.0,2,2,2
449,"{link} harrymccracken: There are still iPad 2s to be had, at least at the #sxsw pop-up ... {link} @mention",,1.0,1,2,2
165,#SXSW goers wait for Apple #ipad2 in #Austin  {link} {link},,1.0,1,1,1
842,@mention RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,2.0,1,2,2
677,@mention RT @mention Heading to  #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link},,1.0,1,2,2
955,@mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch,,1.0,1,2,2
56,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW  {link},,1.0,1,2,2
1034,Awesome! RT @mention What happens when #Apple hires security at #SXSW #Austin  {link},,1.0,2,2,2
250,Fanbois. RT @mention Audioboo: The front of the Apple iPad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #Austin #Texas,,1.0,1,2,2
906,Niceness RT @mention Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,iPad,2.0,1,2,2
938,Oh no... RT @mention CONFIRMED: New iPad 3 coming this September - {link} #Apple #iPhone #iPad #sxsw,iPad,2.0,1,2,2
670,#sxsw starts today and the Apple ipad2 comes out tomorrow. I wonder if more ipad2's will be in austin apple stores for sale?,,1.0,1,2,2
336,Dude interviewing a donkey about an iPhone app. #hpsxsw #SXSW  {link},,1.0,1,0,0
402,Will I survive #SXSW will only 1.6 gigs of space left on my iPhone? We shall see.,iPhone,0.0,1,1,1
518,"thanks, Bryan RT @mention Official #SXSW App ‰ЫчSXSW GO‰ЫЄ {link} #android #iphone #ipad",,1.0,1,2,2
32,Don't miss @mention iPad app design talk this morning at 9:30 #SXSW,,1.0,1,2,2
322,Steve Jobs doesn't position the iPhone as a device made in China where suicide rates are high He sells dreams #Kawasaki #thisisdare #SXSW,iPhone,0.0,1,0,0
1027,Mindjet is going to #SXSW and to celebrate we are giving away an iPad 2! Find out how to enter here: {link},,1.0,1,2,2
1174,"Mindjet is going to #SXSW and we are giving away a bunch of stuff, including an iPad 2. Here's the details: {link}",,1.0,1,2,2
800,My friends iphone changed BACK an hour instead of forward. Its AT&amp;T. Any hints on how to fix it?! #SXSW #iphone #help,iPhone,0.0,1,1,1
216,#Posterous Joins The #SXSW Pile On With Posterous Events ForеК#iPhone {link} via @mention,,1.0,1,1,1
49,Ming.ly is launching soon and celebrating by giving away an Apple TV each day! #sxsw #launch {link} via @mention,,2.0,1,2,2
1110,iPad2 goes on sale on first day of #sxsw in #atx tomorrow; is Apple sending a lorry load to Austin? Riots may ensue.,Apple,2.0,1,0,0
748,Any movies one recommends to put on my iPad for the flight(s) home tomorrow? #lazyweb #sxsw,iPad,2.0,1,1,1
127,"#Apple has set up a temporary Apple Store in #Austin, TX for #SXSW {link} #applestore #applestore",,1.0,1,2,2
904,Who thinks the Apple Store in downtown Austin for #sxsw outsold all other Apple stores this week?,,1.0,1,2,2
739,This marks the third time someone had asked me to watch their iPad at #SxSW while they hit the restroomi. Guess I look trustworhy.,,1.0,1,1,1
1108,"Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT",iPad,2.0,1,2,2
1006,Apple gets to the core of #SXSW with it's pop up experiential shops #XM #Events {link},Apple,2.0,1,2,2
1161,"Austin has two Apple Stores, actually. RT @mention @mention Brian - Austin doesn't have an Apple store but they built a pop up one for #SXSW",Apple,1.0,1,2,2
703,AmEx Teams Up With Foursquare {link} #GPS #SXSW #Social #commerce #credit #app #android #iphone #blackberry #viral #media,,1.0,1,1,1
363,"Developers, investors the market segment for iPad apps for those with disabilities is huge $220 billion in spending power #POURsite #sxsw",,1.0,1,2,2
368,#SXSW News: Apple is getting into the music business? New device called an &quot;iPod&quot;. Like a compact disc player without the disk.,,1.0,1,2,2
550,UberGenius: Uber Is Taking Control of SXSW Pedicabs {link} #iPhone #LIVESTRONG #NewYorkCity #SanFrancisco #SXSW,,1.0,1,2,2
959,hey tweeps! a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #SXSW {link},iPad or iPhone App,2.0,1,1,1
391,"@mention saw a dude taking pictures with an iPad 2. Not gonna lie, it was seta amazing to see a &quot;camera&quot; w/ a screen that size. #sxsw",iPad,2.0,1,2,2
683,@mention saw a man drop his iphone in a gutter last year. #SXSW,,1.0,1,0,0
914,About to see how indie game development for the iPhone is going /cc @mention #sxsw,,1.0,1,1,1
34,Great presentation: Touching Stories: Designing Digital Magazines for the iPad {link} #sxsw,iPad,2.0,2,2,2
1008,"#sxsw in session - Guy Kawasaki, the Former chief evangelist of Apple.",,1.0,1,1,1
631,Wow. You should see the line to buy iPad 2 @mention #sxsw,iPad,2.0,1,2,2
334,@mention shows #Apple 's position in the tablet wars. #tapworthy #sxsw  {link},,1.0,1,2,2
997,"If you dislike those people who are constantly looking at their iPhone or iPad, you would have a lot to dislike at #sxsw",,1.0,1,0,0
939,"Yeah I wasn't doing it, but I got couldn't resist. I am wearing blue jeans, black shirt, and sneakers standing in line for my new iPad #SXSW",,2.0,1,2,2
973,Forget disneyland... the apple pop-up store in austin is the happiest place on earth #SXSW,Apple,2.0,1,2,2
1348,@mention So convenient! RT @mention Apple is opening a temp store in downtown Austin for #SXSW &amp; iPad2 launch {link},,1.0,1,2,2
269,Apple is so smart: The iPad 2 Takes Over #SXSW [video] {link} #sxswi,Apple,2.0,2,2,2
310,"@mention so... when is the Apple &quot;pop-up&quot; store opening? and since when is a 5,000 sq feet is considered a &quot;pop-up&quot;? #sxsw",,1.0,1,1,1
236,New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},iPad or iPhone App,2.0,1,2,2
802,New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link} @mention,,1.0,1,2,2
525,iPad 2's sold out at temporary Apple store on Congress.  #sxsw,iPad,2.0,1,2,2
1140,What are some good #SXSW iPhone apps that people recommend?,,1.0,1,2,1
552,"@mention Soon, in fact, at #SXSW you can play with it on an iPad (at our booth). Are you at the convention?",,2.0,1,2,2
1183,We'll be spotlighting all our new mobile apps at #sxsw but here's a peak at our iPad #jobsearch app (video): {link},,1.0,1,2,2
429,"Both Foursquare and Twitter launched slick new iPhone apps this week, conveniently in time for tech fest #SXSW {link} ^RF",iPad or iPhone App,2.0,1,2,2
843,&quot;Foosspotting&quot; Ap for iPhone looks pretty good.  There are some food guides for #SXSW that will be useful later.,iPad or iPhone App,2.0,1,2,2
983,In the past 15 minutes I won an iPad and literally bumped into @mention on the street. Thinking I should buy a lottery ticket. #sxsw,iPad,2.0,1,2,2
497,"Photo: Just installed the #SXSW iPhone app, which is really nice! {link}",iPad or iPhone App,2.0,2,2,2
629,"The coolest iPhone 4 &amp; iPad cases at #Sxsw, check them out here at #fastcompanygrill #zazzlesxsw #sxswi  {link}",,1.0,1,2,2
1295,"If you just think of all the people who have a stroke each year, your website needs to be iPad ready now. #POURsite #SXSW",iPad,2.0,1,1,1
1350,At &quot;Staying Alive - can indie iPhone game development survive?&quot; #SXSW,,1.0,1,1,1
1246,any suggestions on iphone extended battery packs for #sxsw?,,1.0,1,1,1
24,@mention stop by Austin Details Gallery to check out iPad art (including some of mine) {link} #SXSW interactive #Art,,1.0,1,1,2
589,#touchingstories giving us the background to STARTING. Great to hear after yesterday's presos on #uncertainty #iPad and/or #tablet #SXSW,,2.0,2,2,2
184,"Touching Stories: Designing Digital Magazines for the iPad at SXSW.
{link} #SXSW",,1.0,1,1,1
224,Great #sxsw ipad app from @mention {link},iPad or iPhone App,2.0,2,2,2
706,Yet the #SXSW #iPad Pop-up store was flawless. RT @mention Apple iPad 2 Launch: Poor Planning On Apple‰ЫЄs Part {link},Apple,0.0,1,2,2
873,For any #SXSW folk looking for iPad 2's: The pop-up Apple store still has some in stock (a colleague just picked one up) #protip,,1.0,1,2,2
1248,"#sxsw Is SXSW getting its own Apple store?: The geeks cried.
Yes the iPad 2 is coming, but it‰ЫЄs coming this Frid... {link}",,1.0,1,2,2
980,Yo this #SXSW iPhone app is illa-def! Go!,iPad or iPhone App,2.0,1,2,2
1198,"&quot;At SXSW, Apple schools the marketing experts&quot; {link} #sxsw",Apple,2.0,1,2,2
238,Only at #SxSW: &quot;My iPhone will tell me. You know what that means? #winning&quot; - @mention,iPhone,2.0,1,2,2
110,\(е«‰Р_`)/ RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable,,1.0,1,2,2
555,"AGREED! RT @mention If u could afford to attend #SXSW or buy an iPad today, consider saving a few $$$ for Japan earthquake relief.",,1.0,1,1,1
252,sketchy RT @mention Apple to open temporary store for #SXSW at 6th and Congress {link},,1.0,1,1,2
412,"g*d dammit #sxsw! Last year, you stole my #bike. This year, my #iPhone!",,1.0,1,0,0
155,"In line at an impromptu &quot;pop-up&quot;
Apple Store at #SXSW‰ЫУLots of social media folk promoting apps including @mention Also saw @mention in line",,1.0,1,2,2
788,Apple just brought is water in the iPad line #SXSW,,1.0,1,2,2
806,&amp; What happened? :) RT @mention @mention putting a gun 2 @mention head.Give me your iPhone! #SXSW {link},,1.0,1,2,1
40,#sxsw just helped @mention charge her iPhone with my NewTrent IMP1000 battery pack. I love this thing! #unpaid #endorsement,iPhone,2.0,2,2,2
485,#SXSW lost iPhone in black Parra hard case. Has pink clouds and thunderbolts on back. Email deshi80227@mention Thanks!,,1.0,1,1,1
133,Best Wurst late night decision ever  RT @mention Whoa! line at the pop up apple store in downtown #sxsw  {link},,1.0,1,2,2
870,In my next life I'm coming back as an iPad 2. Women can't keep their hands off this thing. #SXSW,iPad,2.0,1,1,1
161,my biggest mistake since South By Southwest last year? writin a book bout iPhone photography instead of makin a photography iPhone app #SXSW,,1.0,1,0,0
996,I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,iPad or iPhone App,2.0,1,2,2
1020,#tech Meet The Guy Who Bought The First iPad 2 At The #SXSW Apple Pop-Up Store {link},,1.0,1,1,1
1138,Proof that the iPad 2 turns you into a douchebag #SXSW {link},iPad,0.0,1,0,0
773,"Gawking at the makeshift Apple store. #sxsw #sxswi @mention Apple Store, SXSW {link} #photo",Apple,2.0,1,2,2
454,Guess what this crowd is lined up for ab iPad or #mashhash party? #Sxsw {link},,1.0,1,1,1
260,#Apple set to open popup shop in core of #SXSW action in downtown  #Austin. {link} #ipad,,1.0,1,2,2
538,#SXSW LOST! IPhone 3GS in black hard case with pink clouds and multicolor thunderbolts. Email deshi80227@mention reward!,,1.0,1,1,1
408,Nerd alert. (Sent from my BlackBerry) RT @mention Apple  opening up a temporary store for #SXSW and the iPad 2 launch {link},,1.0,1,2,1
1011,so true RT@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,2.0,2,2,2
681,"@mention Takin' the mic at #touchingstories #iPad and/or #tablet #SXSW . &quot;What does iPad do for a changing industry?&quot; Rock and roll, brother!",iPad,2.0,1,2,2
1067,"We can't talk about liquid exp. without talking about the Kindle. Showing examples of web, kindle and iPhone versions. #liquidux #SXSW",,1.0,1,1,1
804,Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipad #internet,,1.0,1,2,2
228,Guy Gets Tattooed with Company #Logo to Win an iPad ... {link} #SXSW,iPad,2.0,1,1,1
121,--Dont bite any ears! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,iPad or iPhone App,2.0,1,2,2
1004,"Day 2: Late-night parties, packed 9:30 session on designing for the iPad :swoon: #nerdcore #SXSW #fb",iPad,2.0,1,1,1
162,@mention tell your followers to keep updated on all #sxsw parties w/ #eventseekr. Android: {link} iPhone app on its way,iPad or iPhone App,2.0,1,1,1
30,Apple to Test Pop-Up iPad Shop at SXSW | Cult of Mac {link} #sxsw #apple,,1.0,1,2,2
862,@mention Thank you Bart for retweeting my iPad 2 &amp; Startup #SXSW Tweets. Are you excited for an iPad 2?,iPad,2.0,1,2,2
355,@mention thanks for stopping by for your iPad case! #zazzlesxsw #SXSW {link},,1.0,1,2,2
960,"To those that have purchased an iPad 2 at #SXSW, I see more people buying the white one. Why? Nicer frame for presentations? Reading?",,1.0,1,1,1
39,@mention That RT makes me want 1) an iPhone (to use Uppward) 2) a tshirt (clever design!) 3) to be at #SXSW. Jerk.,iPhone,2.0,1,2,2
1175,@mention That's impressive for a &quot;popup&quot; store. You must have purchased yourself an iPad 2. Enjoy #SXSW.,iPad,2.0,1,2,2
558,Enjoying the #sxsw California (Hollywood + Silicon Valley) meets NYC in sunny Austin by-the-pool with cowboy boots + iPad vibe. #sxswi,,1.0,1,2,2
613,@mention the apple #sxsw #popupstore is like a crack house for mac addicts,Apple,0.0,1,0,0
580,@mention The geeks need somewhere downtown to line up to get the iPad 2. I'll be dropping by. #SXSW,iPad,2.0,1,2,2
493,Watching the iPad-made movie at #busy makes me wish I was at whatever party they were at when they made it instead of... here. #SXSW,,1.0,1,2,2
324,I may be the only man at #SXSW without an iPhone.,,1.0,1,1,1
1329,Going to the urinal while holding ur ipad and tweeting about it is tough! #sxsw,,1.0,1,0,1
978,It was either go to #SXSW or wait in line and buy a tricked out iPad for my mom's birthday. Guess who isn't in Austin. ‰Єґ,iPad,2.0,1,1,1
1000,@mention they're flowing like water at the pop up Apple store in downtown Austin near #sxsw. Know anyone still there?,,1.0,1,1,1
465,Where is this #apple truck? I need the #ipad #sxsw,iPad,2.0,1,1,1
562,Food for thought: I prefer #SXSW app to website scheduler. iPhone changed my life. Interesting how smart phones have changed communications.,iPhone,2.0,2,2,2
187,I just noticed DST is coming this weekend. How many iPhone users will be an hour late at SXSW come Sunday morning? #SXSW #iPhone,iPhone,0.0,1,1,1
940,Nice! Austin Apple pop up shop in time for #SXSW RT @mention The i P a d s have arrived! #SXSW {link},iPad,2.0,2,2,2
264,Still waiting for someone to stop by with the new iPad 2 and my game on it. The prize is waiting for you!  #SXSW,iPad,2.0,1,2,2
1048,"Group Texting War Heats Up: Fast Society Launches New Android App, Updates iPhone App {link} #sxsw #mobilenews",,1.0,1,1,1
271,omg ‰ЫП@mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,2.0,1,2,2
354,Line @mention pop up? About 30 deep. Line @mention crossroads? Closer to 300. Big demand 4 Liz phair w/ freecreditscore band? Sorry ipad2 #SXSW,,1.0,1,1,1
527,Cc : @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},,1.0,1,2,2
1288,"#SXSW protip: if your iPhone keeps saying it has no internet connection but you have a good signal, turn off 3G. Edge works perfectly.",,1.0,1,2,2
143,Congrats to @mention for winning the Ipad 2 raffled at the #SmileyParty. Check your inbox for details! #sxsw,,1.0,1,2,2
941,Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,iPad,2.0,1,2,2
1077,The line to buy an iPad 2 stretches 2 blocks. Not getting one today. :) #SXSW,,1.0,1,1,2
203,Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,,1.0,1,2,2
646,Thrilled to have former Chief Talent Officer of Apple and Gap on @mention Advisory Board {link} #sxsw #sxswi #innotribe,Apple,2.0,1,2,2
1003,Guy next to me in the bathroom props his iPad above the urinal and keeps using it while going. These people are serious. #SXSW,,2.0,1,0,0
931,Crowd control at the Apple pop up #sxsw  {link},,1.0,1,1,1
907,First shots w/iPad 2 from #sxsw {link},,1.0,1,1,1
673,iPhone battery about to die. Nooooooooooooooo. #sxsw,,1.0,1,0,0
308,No more stumbling around lost at #SXSW! Stay in contact with your group with the @mention #iPhone application {link},iPad or iPhone App,2.0,1,2,2
406,"OK #Sxsw tweeps on my flight, no one freak out... I'm going to be reading a book. A real one. No iPad, no kindle - just paper. ;) #analog",,1.0,1,2,2
1010,"Watching Twit Live #SXSW, want to go next year now. Also want an ipad, but I'm content to wait awhile. I always buy technology late anyway.",iPad,2.0,1,2,2
735,I need a Twitter app recommendation for my new iPad 2. Thoughts? #SXSW,,1.0,1,1,1
36,New Mike Tyson game coming to the iPhone - {link} #iPhone #SXSW #VideoGames #Tyson #art #cartoon,,1.0,1,1,1
725,"Never thought I'd be sitting on the floor of the Austin Convention Center, but that's the best place to plug in my iPhone charger. #sxsw",,1.0,1,2,2
929,"Npr fan built first iPhone app, not affiliated with npr he was firefighter and coder #sxsw",,1.0,1,1,1
1260,Lines around the block for the new iPad 2 in Austin #sxsw. This is one lucky recipient.  {link},iPad,2.0,1,2,2
529,We're so ungrateful bc we have too much shit to play with. So turn off some of your shit (iPhone) now and then. #sxsw,iPhone,0.0,1,0,0
58,I picked up a &quot;mophie&quot; iPhone charge case at the #sxsw tradeshow. Doubt I'll use it all the time but it's great for long days out.,Other Apple product or service,2.0,2,2,2
1250,Apple popup store is still under constuction! That's not keeping a 50+ line of people standing in line for it. #SXSW,,1.0,1,0,0
599,Apple popup store line still circles the block. #sxsw,,1.0,1,2,2
924,"Catching up with @mention in our hotel room after day 1 of #sxsw. Also, tweeting this from my new iPad.",iPad,2.0,1,1,1
467,"SXSW: GroupMe says it‰ЫЄs going global. First, it adds new social features. {link} #Android #iPhone #SMS #SteveMartocci #SXSW",,1.0,1,2,1
588,I'm not sure that I care about the first guy to get an iPad 2 at #sxsw unless he is about to post it to me...,,1.0,1,1,1
232,Someone just held up iPad with giant LIKE on it. Love #SXSW.,iPad,2.0,2,2,2
621,Stellar customer service at the #apple store. Wish every purchase was that smooth. :) #sxsw,Apple,2.0,1,2,2
1160,Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,,1.0,1,2,2
294,Missing out on #SXSW? Catch a piece of the action with our street cam: {link}  #sxswi and stream to your #ipad 2,,1.0,1,1,1
23,"Waiting outside the #SXSW Apple store for my #iPad2
#woohoo",iPad,2.0,1,2,2
957,"OH in elevator from #vimeo: iPhone app submitted to store, will have smart upload to continue where left if service drops. #li #sxsw #video",,1.0,2,1,1
851,MeetingWave iphone app's new version 1.5 {link} Submitting Android this week just before #SXSW Free downloads Please Retweet,,1.0,1,1,1
302,"iPad 2 giveaway in full-force!  Person with most friends in his/her city by end of #SXSW wins! Hint, a strong email list works well! #sxswi",iPad,2.0,1,2,2
96,"We are giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}",iPad,2.0,1,2,2
1259,Loving new @mention for iPhone w #SXSW channel by @mention,iPhone,2.0,2,2,2
986,"This #SXSW I am grateful for: my bicycle, having a back-up Twitter app. Cursing: losing an hour of zzzs, iPhone battery life.",iPhone,0.0,1,2,2
291,Dear #sxsw iPhone app: you suck again this year! (sitby.us is great but doesn't include film sessions),iPad or iPhone App,0.0,2,0,0
917,"Wow, #SXSW is so big that Apple is not just attending, their bringing along a temporary store! {link}",Apple,2.0,1,2,2
531,"Free #sxsw Lemonade Stand. iPhone, Android, and WP7 in two days on #startupbus. {link} {link}",,1.0,1,2,2
740,Hipsters w/ oversized earphones pluged into the new IPAD make me happy that Texas has such loose gun laws #SXSW,,1.0,1,2,2
565,Tired of waiting in line @mention stores? Best buy in Austin announces ipad2 on sale today. #sxswinfo #sxsw,,1.0,1,2,2
64,"If there was a popup store in Austin that sold nothing but iPhone battery extenders, it would make so much money. #sxsw",iPhone,0.0,1,2,2
1173,"I wish I was in Austin, if only for the free iPad 2s. #sxsw",iPad,2.0,1,2,2
1009,@mention Was your #SXSW iPad talk along the same lines as your iPad talk at 360iDev? Or is it basically different content?,,1.0,1,1,1
315,"About to watch &quot;Something Ventured&quot;, a documentary about the entrepreneurs behind Apple, Intel, Cisco &amp; Atari. Filmakers in attendence #SXSW",,1.0,1,2,2
608,#SXSW crowd in Austin swarms for iPad 2 launch {link} via @mention - sadly I wasn't one of them :-(,iPad,2.0,1,0,0
54,@mention We can offer an apple and some tinfoil. #sxsw?,,1.0,1,1,1
396,@mention well #SXSW is an iPad commercial ... But I want to minimize the wear and tear of my laptop.,,1.0,1,1,1
1300,@mention well put. totally agree! #apple #sxsw,,1.0,1,2,2
894,@mention what size did you get? Did you got the apple pop store they opened up at #sxsw,,1.0,1,1,1
1088,Post: SXSWi 2011. Day 1. #BPM @mention #SXSW {link} - surprised to run into two other BPM folks!  and a pop-up Apple store,,1.0,1,2,2
508,Jonathan with Zaggle showed us a cool free texting app for iPhone called ZMS @mention #SXSW,iPad or iPhone App,2.0,1,2,2
388,#YourMom would prob have more to say about designing ipad apps than u do. #sxsw,,1.0,1,1,1
853,Apple knows what game they're in at #sxsw. Bring the iPad2 to the people! {link},iPad,2.0,1,2,2
922,Apple knows where the influencers will be: Apple set to open popup shop in core of SXSW action to sell iPad2 at #SXSW! {link},,1.0,1,2,2
464,"#SXSW ##UXDes Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link}",,1.0,1,1,1
311,Hmmm...Taxi Magic on iPhone does not appear to be so magic any more in Austin #sxsw,iPad or iPhone App,0.0,1,0,0
1141,"Started my #sxsw planning last night with the official iPad app...It's a solid resource, but still comes up short for scheduling.",iPad or iPhone App,2.0,1,2,2
1266,"#SXSW: Day 1. As expected, everyone is glued to their iPhone/iPad, myself included.",iPhone,2.0,1,2,1
492,BEST newly added iPhone app goes to @mention awesome!! #SXSW 2011 here I come for one day and one amazing day it will be!!,iPad or iPhone App,2.0,1,2,2
1208,Leaving my bag at home today; traveling light with just my iPad in hand. I really don't need to lug around all that impedimenta. #sxsw,iPad,2.0,1,2,2
962,Absolutely beautiful day in Austin for #sxsw. Off to the mall with the guys to track down iPad 2.,iPad,2.0,1,2,2
478,I think my effing hubby is in line for an #iPad 2. Can someone point him towards the line-up for wife number #2. #sxswi #sxsw,iPad,0.0,1,1,1
329,This is my friend @mention new #iphone #photosharing app he's developed. Ck it out and show your support! {link} #sxsw,iPad or iPhone App,2.0,1,2,2
992,Looks very interesting.  Good luck at #SxSW Localmind Available on the iPhone {link},iPad or iPhone App,2.0,1,2,2
1050,"Ok, got my iPad cover, now what? They better not have given my iPad to some tool at #SXSW.",,1.0,1,0,1
1082,Dropped my MacBook pro as I was walking into #sxsw. iPad 2 sounding pretty appealing right now. Somehow I will adapt and overcome.,iPad,2.0,1,2,2
776,Apparently there is an iPad and iPhone app to block #sxsw tweets. :),iPad or iPhone App,2.0,1,2,1
514,Stopped by Tron Legacy Lounge at  #SXSW. Audio sync function for extras on iPad pretty cool.,iPad,2.0,2,2,2
304,"dear everyone coming to #SXSW, a friendly reminder that the iPad 2 comes out Friday and my birthday is Saturday. #justsayin",,1.0,1,2,2
547,Look everyone! Zomg @mention got an iPad 2 on the first day! #sxsw {link},iPad,2.0,1,2,2
1285,@mention you can check out {link} for other #SXSW iPad apps too.,,1.0,1,1,1
583,"Guys, if you ever plan on attending #SXSW, you need 4 things, skinny jeans, flannel shirt, beard and an iPad #imanoutcast...",,2.0,1,1,1
1047,@mention you should see the line here at #SXSW in front of the Apple store. Nothing like a tech geek gathering on launch day.,Apple,2.0,1,2,2
1041,Soooo do you think Apple will have a mobile store for iPad sales at #SXSW on Friday?!?! @mention @mention @mention @mention ;),,1.0,1,2,2
154,@mention your iPhone 4 cases are Rad and Ready! Stop by tomorrow to get them! #Sxsw #zazzlesxsw #sxswi {link},iPhone,2.0,1,2,2
633,At #SXSW your iphone charger is your best friend.,,1.0,1,2,2
305,At &quot;Your Mom Has an iPad: Designing for Boomers&quot; #sxsw @mention Austin Convention Center {link},,1.0,1,1,1
845,At &quot;Your Mom Has an iPad&quot; session #yourmom #sxsw,,1.0,1,1,1
820,At &quot;Your Mom Has an iPad&quot; session at #SXSW (@mention ACC - Ballroom B w/ 23 others) {link},,1.0,1,1,1
789,Some Verizon iPhone customers complained their time fell back an hour this weekend.  Of course they were the New Yorkers who attended #SXSW.,,1.0,1,0,1
